Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,Version,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PRE_Q15,PRE_Q15_SCORE,PRE_Q15CF,PRE_Q12,PRE_Q12_SCORE,PRE_Q12CF,PRE_Q13,PRE_Q13_SCORE,PRE_Q13CF,PRE_Q14,PRE_Q14_SCORE,PRE_Q14CF,PRE_Q26,PRE_Q26_SCORE,PRE_Q26CF,PRE_Q27,PRE_Q27_SCORE,PRE_Q27CF,PRE_Q23,PRE_Q23_SCORE,PRE_Q23CF,PRE_Q28,PRE_Q28_SCORE,PRE_Q28CF,PRE_Q19,PRE_Q19_SCORE,PRE_Q19CF,PRE_Q3,PRE_Q3_SCORE,PRE_Q3CF,PRE_Q16,PRE_Q16_SCORE,PRE_Q16CF,PRE_Q10,PRE_Q10_SCORE,PRE_Q10CF,PRE_Q11,PRE_Q11_SCORE,PRE_Q11CF,PRE_Q33,PRE_Q33_SCORE,PRE_Q33CF,PRE_Q34,PRE_Q34_SCORE,PRE_Q34CF,PRE_REPEAT,PRE_WHYREPEAT,PRE_WHYREPEAT_5_TEXT,PRE_FREQEN,PRE_CALC,PRE_DAILYM,PRE_DAILYG,PRE_ATT_DL_1,PRE_ATT_DL_2,PRE_ATT_DL_3,PRE_ATT_DL_4,PRE_ATT_DL_5,PRE_ATT_SC_1,PRE_ATT_SC_2,PRE_ATT_SC_3,PRE_ATT_SC_4,PRE_ATT_SC_5,PRE_LK1,PRE_LK2,PRE_LK5,PRE_ANX#1_1,PRE_ANX#1_2,PRE_ANX#1_3,PRE_ANX#1_4,PRE_WHYCS_1,PRE_WHYCS_2,PRE_WHYCS_3,PRE_WHYCS_4,PRE_WHYCS_5,PRE_WHYCS_6,PRE_WHYCS_7,PRE_WHYCS_7_TEXT,PRE_YEAR,PRE_YEAR_5_TEXT,PRE_MAJOR_NEW_1,PRE_MAJOR_NEW_2,PRE_MAJOR_NEW_3,PRE_MAJOR_NEW_4,PRE_MAJOR_NEW_5,PRE_MAJOR_NEW_6,PRE_MAJOR_NEW_7,PRE_MAJOR_NEW_8,PRE_MAJOR_NEW_9,PRE_MAJOR_NEW_10,PRE_MAJOR_NEW_10_TEXT,PRE_WHYMAJ_1,PRE_WHYMAJ_2,PRE_WHYMAJ_3,PRE_WHYMAJ_4,PRE_WHYMAJ_5,PRE_WHYMAJ_6,PRE_WHYMAJ_7,PRE_WHYMAJ_8,PRE_WHYMAJ_8_TEXT,PRE_AGE,PRE_GENDER,PRE_RACE_1,PRE_RACE_2,PRE_RACE_3,PRE_RACE_4,PRE_RACE_5,PRE_RACE_6,PRE_RACE_7,PRE_RACE_6_TEXT,PRE_DIS_1,PRE_DIS_2,PRE_DIS_3,PRE_DIS_4,PRE_DIS_1_TEXT,PRE_DIS_2_TEXT,PRE_DIS_3_TEXT,PRE_USEDU,PRE_ELEM_WHERE,PRE_MIDDLE_WHERE,PRE_HS_WHERE,PRE_EFFORT,SC0,PRE_TOTAL,PRE_PCT_TOTAL,PRE_GR_TOTAL,PRE_GR_MEAN,PRE_AR_TOTAL,PRE_AR_MEAN,PRE_PR_TOTAL,PRE_PR_MEAN,PRE_PC_TOTAL,PRE_PC_MEAN,PRE_SP_TOTAL,PRE_SP_MEAN,PRE_TR_TOTAL,PRE_TR_MEAN,PRE_AV_TOTAL,PRE_AV_MEAN,PRE_ER_MEAN,PRE_UD_TOTAL,PRE_UD_MEAN,PRE_ES_TOTAL,PRE_ES_MEAN,PRE_SELFEFF,PRE_MATHANX,PRE_MATHREL,PRE_CF_TOTAL,PRE_CF_TOTAL_CORR,PRE_CF_TOTAL_INCORR,PRE_CF_MEAN,PRE_CF_MEAN_CORR,PRE_CF_MEAN_INCORR,PRE_QCOMPLETE,PRE_COMPFLAG,PRE_EFFFLAG
100,1329,1,9/5/18 19:25,R_aflZFIf5MUuMQb7,,Lt_2.0,,,,37.50810242,-122.3009949,anonymous,EN,3.0,1,3.0,4.0,0,3.0,4.0,0,1.0,3.0,0,1.0,2.0,1,3.0,3.0,1,3.0,1.0,0,1.0,4.0,0,2.0,3.0,0,3.0,2.0,1,3.0,2.0,1,3.0,4.0,0,1.0,2.0,0,1.0,3.0,1,3.0,4.0,1,3.0,2.0,,,3.0,5.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,2.0,,,,1.0,,,,,,,1.0,Biochemistry ,1.0,1.0,1.0,1.0,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,5.0,7,7.0,0.4666666666666667,1.0,0.25,7.0,0.5384615384615384,4.0,0.36363636363636365,2.0,1.0,1.0,0.3333333333333333,2.0,0.6666666666666666,2.0,0.5,,1.0,1.0,2.0,0.4,,,,34.0,21.0,13.0,2.2666666666666666,3.0,1.625,15,1,1.0
100,2197,1,9/5/18 19:31,R_VRxCr4UtIu8tHP3,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,4.0,3.0,1,4.0,2.0,1,4.0,4.0,1,3.0,2.0,1,4.0,3.0,1,2.0,3.0,0,2.0,2.0,1,4.0,2.0,1,4.0,2.0,1,4.0,2.0,1,4.0,2.0,1,4.0,1.0,1,4.0,3.0,1,3.0,4.0,1,3.0,2.0,,,5.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,,,,,,1.0,,,,,,,5.0,transfer student,,,1.0,,,,,,,,,,1.0,,,,,,,,3.0,2.0,,1.0,,,,,,,,,,,,,,2.0,Philippines,,Philippines,5.0,14,14.0,0.9333333333333333,4.0,1.0,12.0,0.9230769230769231,10.0,0.9090909090909091,2.0,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666,4.0,1.0,,1.0,1.0,5.0,1.0,,,,53.0,51.0,2.0,3.533333333333333,3.642857142857143,2.0,15,1,1.0
100,699,1,9/5/18 19:43,R_1GPwLFS5aizlqIW,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,1.0,0,3.0,3.0,1,3.0,1.0,0,2.0,2.0,0,1.0,2.0,1,3.0,2.0,0,2.0,2.0,0,2.0,2.0,1,2.0,3.0,0,2.0,2.0,1,1.0,1.0,0,2.0,4.0,0,3.0,2.0,0,1.0,2.0,0,2.0,3.0,0,2.0,1.0,7.0,,4.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,4.0,,,,,,,,,,,1.0,Microbiology,,1.0,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,2.0,4,4.0,0.26666666666666666,1.0,0.25,3.0,0.23076923076923078,3.0,0.2727272727272727,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,0.0,0.0,1.0,0.2,,,,31.0,9.0,22.0,2.066666666666667,2.25,2.0,15,1,0.0
100,713,1,9/5/18 19:45,R_2qkLBsfv6nPDX9d,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,4.0,3.0,1,4.0,3.0,0,3.0,2.0,0,1.0,2.0,1,2.0,3.0,1,1.0,3.0,0,1.0,2.0,1,3.0,2.0,1,2.0,1.0,0,4.0,2.0,1,3.0,2.0,1,3.0,3.0,0,3.0,2.0,0,1.0,2.0,0,1.0,1.0,7.0,,4.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,I took the same professor last semester for physics 1.,4.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,2.0,2.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,2.0,8,8.0,0.5333333333333333,2.0,0.5,7.0,0.5384615384615384,5.0,0.45454545454545453,1.0,0.5,2.0,0.6666666666666666,2.0,0.6666666666666666,1.0,0.25,,1.0,1.0,3.0,0.6,,,,36.0,22.0,14.0,2.4,2.75,2.0,15,1,0.0
100,469,1,9/5/18 19:45,R_2ysF9W9R1yF4zIY,,Lt_2.0,,,,37.78579712,-122.12319950000001,anonymous,EN,1.0,0,3.0,3.0,1,4.0,4.0,0,2.0,3.0,0,2.0,1.0,0,3.0,1.0,0,2.0,1.0,0,4.0,3.0,0,3.0,3.0,0,2.0,2.0,1,2.0,3.0,0,4.0,3.0,0,3.0,2.0,0,3.0,1.0,0,3.0,2.0,0,3.0,2.0,,,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,1.0,Social work,1.0,1.0,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,4.0,2,2.0,0.13333333333333333,1.0,0.25,1.0,0.07692307692307693,2.0,0.18181818181818182,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.2,,,,43.0,6.0,37.0,2.8666666666666667,3.0,2.8461538461538463,15,1,1.0
100,867,1,9/5/18 19:46,R_3MogEZyC7VnefKK,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,4.0,3.0,1,3.0,3.0,0,3.0,4.0,1,3.0,2.0,1,4.0,3.0,1,3.0,3.0,0,3.0,2.0,1,4.0,2.0,1,3.0,2.0,1,4.0,2.0,1,3.0,2.0,1,3.0,1.0,1,3.0,3.0,1,4.0,4.0,1,4.0,1.0,7.0,,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,4.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,5.0,13,13.0,0.8666666666666667,3.0,0.75,12.0,0.9230769230769231,9.0,0.8181818181818182,2.0,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666,4.0,1.0,,1.0,1.0,4.0,0.8,,,,51.0,45.0,6.0,3.4,3.4615384615384617,3.0,15,1,1.0
100,789,1,9/5/18 19:46,R_Q07TW6xYL51YyqZ,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,4.0,3.0,1,4.0,2.0,1,4.0,3.0,0,4.0,2.0,1,4.0,1.0,0,4.0,3.0,0,4.0,3.0,0,4.0,2.0,1,4.0,2.0,1,4.0,3.0,0,4.0,2.0,1,4.0,2.0,0,4.0,3.0,1,4.0,3.0,0,4.0,1.0,7.0,,3.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,4.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,2.0,2.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,4.0,8,8.0,0.5333333333333333,3.0,0.75,6.0,0.46153846153846156,6.0,0.5454545454545454,1.0,0.5,0.0,0.0,1.0,0.3333333333333333,2.0,0.5,,0.0,0.0,3.0,0.6,,,,60.0,32.0,28.0,4.0,4.0,4.0,15,1,1.0
100,649,1,9/5/18 19:46,R_3egKO6MWJ28WrjC,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,4.0,3.0,1,3.0,1.0,0,3.0,3.0,0,3.0,2.0,1,4.0,3.0,1,4.0,1.0,0,3.0,4.0,0,4.0,2.0,1,4.0,2.0,1,4.0,2.0,1,4.0,2.0,1,3.0,2.0,0,3.0,3.0,1,3.0,4.0,1,4.0,1.0,7.0,,4.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,4.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,5.0,10,10.0,0.6666666666666666,2.0,0.5,9.0,0.6923076923076923,6.0,0.5454545454545454,2.0,1.0,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,0.75,,1.0,1.0,3.0,0.6,,,,53.0,37.0,16.0,3.533333333333333,3.7,3.2,15,1,1.0
100,877,1,9/5/18 19:47,R_1EcZPQ1nVK2Ox7e,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,4.0,3.0,1,4.0,2.0,1,3.0,3.0,0,3.0,2.0,1,4.0,2.0,0,2.0,1.0,0,2.0,2.0,1,4.0,2.0,1,4.0,3.0,0,4.0,2.0,1,4.0,4.0,0,3.0,1.0,1,4.0,3.0,1,4.0,4.0,1,4.0,2.0,,,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,,1.0,,,,,,,4.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,5.0,10,10.0,0.6666666666666666,3.0,0.75,8.0,0.6153846153846154,7.0,0.6363636363636364,0.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,3.0,0.75,,1.0,1.0,4.0,0.8,,,,53.0,39.0,14.0,3.533333333333333,3.9,2.8,15,1,1.0
100,667,1,9/5/18 19:47,R_bf2urvVeYI9oaop,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,3.0,3.0,1,3.0,4.0,0,3.0,4.0,1,3.0,2.0,1,3.0,3.0,1,2.0,4.0,1,2.0,3.0,0,4.0,2.0,1,1.0,2.0,1,3.0,2.0,1,3.0,2.0,1,3.0,1.0,1,3.0,3.0,1,3.0,4.0,1,3.0,2.0,,,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,,1.0,,,1.0,1.0,,,3.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,2.0,13,13.0,0.8666666666666667,3.0,0.75,12.0,0.9230769230769231,9.0,0.8181818181818182,2.0,1.0,2.0,0.6666666666666666,3.0,1.0,4.0,1.0,,1.0,1.0,4.0,0.8,,,,42.0,35.0,7.0,2.8,2.6923076923076925,3.5,15,1,0.0
100,890,1,9/5/18 19:48,R_Q0KRUSmrCRXBntn,,Lt_2.0,,,,37.74839783,-122.41560359999998,anonymous,EN,3.0,1,4.0,3.0,1,3.0,1.0,0,3.0,3.0,0,2.0,2.0,1,3.0,4.0,0,1.0,1.0,0,1.0,3.0,0,1.0,3.0,0,3.0,2.0,1,4.0,2.0,1,4.0,3.0,0,2.0,2.0,0,1.0,1.0,0,2.0,4.0,1,1.0,2.0,,,1.0,1.0,1.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,,,,1.0,,,,,,,,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,2.0,US,United States,United States,2.0,6,6.0,0.4,2.0,0.5,5.0,0.38461538461538464,4.0,0.36363636363636365,1.0,0.5,0.0,0.0,1.0,0.3333333333333333,1.0,0.25,,1.0,1.0,3.0,0.6,,,,35.0,19.0,16.0,2.3333333333333335,3.1666666666666665,1.7777777777777777,15,1,0.0
100,887,1,9/5/18 19:48,R_9S8VmINIEZJ4AA9,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,1.0,0,4.0,3.0,1,4.0,4.0,0,1.0,1.0,0,1.0,4.0,0,3.0,3.0,1,3.0,1.0,0,1.0,2.0,1,4.0,2.0,1,2.0,2.0,1,3.0,2.0,1,1.0,2.0,1,3.0,2.0,0,2.0,3.0,1,3.0,4.0,1,3.0,2.0,,,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,3.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,2.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,,no,no,no,1.0,,,,4.0,9,9.0,0.6,1.0,0.25,8.0,0.6153846153846154,6.0,0.5454545454545454,2.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,0.75,,1.0,1.0,2.0,0.4,,,,38.0,26.0,12.0,2.533333333333333,2.888888888888889,2.0,15,1,1.0
100,939,1,9/5/18 19:49,R_3OrjjhOPmUEFEwH,,Lt_2.0,,,,37.65820313,-122.04309840000002,anonymous,EN,2.0,0,3.0,4.0,0,3.0,1.0,0,3.0,2.0,0,4.0,2.0,1,4.0,4.0,0,3.0,1.0,0,3.0,2.0,1,1.0,2.0,1,4.0,2.0,1,4.0,2.0,1,4.0,4.0,0,4.0,2.0,0,4.0,1.0,0,3.0,2.0,0,1.0,2.0,,,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,3.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,2.0,2.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,5.0,5,5.0,0.3333333333333333,0.0,0.0,5.0,0.38461538461538464,3.0,0.2727272727272727,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,1.0,1.0,1.0,0.2,,,,48.0,17.0,31.0,3.2,3.4,3.1,15,1,1.0
100,726,1,9/5/18 19:49,R_us1JBAIKNJVInG9,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,3.0,2.0,0,4.0,4.0,0,4.0,3.0,0,1.0,2.0,1,4.0,3.0,1,4.0,4.0,1,4.0,2.0,1,1.0,2.0,1,4.0,2.0,1,4.0,2.0,1,4.0,3.0,0,4.0,4.0,0,2.0,1.0,0,1.0,3.0,0,1.0,2.0,,,1.0,2.0,0.0,0.0,1.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,1.0,FILM,1.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,3.0,8,8.0,0.5333333333333333,1.0,0.25,8.0,0.6153846153846154,5.0,0.45454545454545453,2.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,,1.0,1.0,2.0,0.4,,,,45.0,28.0,17.0,3.0,3.5,2.4285714285714284,15,1,0.5
100,813,1,9/5/18 19:49,R_1Hhi5nrST3vtIPE,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,3.0,3.0,1,3.0,2.0,1,3.0,4.0,1,1.0,2.0,1,3.0,3.0,1,3.0,4.0,1,3.0,2.0,1,3.0,2.0,1,3.0,2.0,1,3.0,2.0,1,3.0,2.0,1,3.0,1.0,1,3.0,3.0,1,3.0,4.0,1,3.0,2.0,,,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,,1.0,,,,,,,5.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,2.0,2.0,,1.0,,,,,,,1.0,1.0,1.0,,No,No,No,1.0,,,,5.0,15,15.0,1.0,4.0,1.0,13.0,1.0,11.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,,1.0,1.0,5.0,1.0,,,,43.0,43.0,0.0,2.8666666666666667,2.8666666666666667,0.0,15,1,1.0
100,10690,1,9/5/18 19:49,R_33ECFM049LOYkIP,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,4.0,3.0,1,4.0,2.0,1,4.0,3.0,0,3.0,2.0,1,4.0,1.0,0,4.0,1.0,0,2.0,2.0,1,4.0,2.0,1,4.0,2.0,1,4.0,2.0,1,4.0,2.0,1,4.0,2.0,0,2.0,3.0,1,4.0,4.0,1,4.0,2.0,,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,1.0,,,,ADHD,2.0,India,India,India,3.0,11,11.0,0.7333333333333333,3.0,0.75,9.0,0.6923076923076923,8.0,0.7272727272727273,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,3.0,0.75,,1.0,1.0,4.0,0.8,,,,55.0,44.0,11.0,3.6666666666666665,4.0,2.75,15,1,0.5
100,961,1,9/5/18 19:50,R_2ByUWJq0i6JFbGQ,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,2.0,0,2.0,3.0,1,3.0,2.0,1,3.0,3.0,0,3.0,2.0,1,3.0,3.0,1,2.0,4.0,1,3.0,3.0,0,2.0,4.0,0,2.0,2.0,1,2.0,1.0,0,2.0,2.0,1,3.0,1.0,1,3.0,3.0,1,2.0,4.0,1,3.0,3.0,,,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,2.0,10,10.0,0.6666666666666666,2.0,0.5,8.0,0.6153846153846154,7.0,0.6363636363636364,2.0,1.0,2.0,0.6666666666666666,3.0,1.0,4.0,1.0,,0.0,0.0,2.0,0.4,,,,38.0,27.0,11.0,2.533333333333333,2.7,2.2,15,1,0.0
100,650,1,9/5/18 19:50,R_2YnCv8UN8EPqoLp,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,1.0,0,3.0,3.0,1,3.0,2.0,1,2.0,1.0,0,2.0,2.0,1,3.0,2.0,0,2.0,3.0,0,2.0,2.0,1,1.0,2.0,1,2.0,2.0,1,2.0,2.0,1,1.0,2.0,1,2.0,1.0,1,2.0,2.0,0,2.0,3.0,0,1.0,2.0,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,,1.0,1.0,,,,,,3.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,5.0,9,9.0,0.6,2.0,0.5,7.0,0.5384615384615384,7.0,0.6363636363636364,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,2.0,0.5,,1.0,1.0,3.0,0.6,,,,30.0,18.0,12.0,2.0,2.0,2.0,15,1,1.0
100,1076,1,9/5/18 19:50,R_1OkpB8Tjj7wYeKg,,Lt_2.0,,,,37.72169495,-122.444397,anonymous,EN,1.0,0,4.0,1.0,0,4.0,2.0,1,4.0,3.0,0,3.0,2.0,1,4.0,2.0,0,2.0,2.0,0,2.0,2.0,1,4.0,2.0,1,4.0,2.0,1,4.0,2.0,1,4.0,2.0,1,3.0,1.0,1,3.0,3.0,1,4.0,4.0,1,4.0,2.0,,,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,,,,,,1.0,,,,,,,4.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,5.0,10,10.0,0.6666666666666666,1.0,0.25,9.0,0.6923076923076923,7.0,0.6363636363636364,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,4.0,1.0,,1.0,1.0,2.0,0.4,,,,53.0,38.0,15.0,3.533333333333333,3.8,3.0,15,1,1.0
100,887,1,9/5/18 19:50,R_POFa71arYOoy2DT,,Lt_2.0,,,,37.77909851,-122.2158051,anonymous,EN,3.0,1,3.0,3.0,1,3.0,3.0,0,3.0,3.0,0,2.0,2.0,1,4.0,3.0,1,1.0,3.0,0,1.0,1.0,0,3.0,2.0,1,3.0,3.0,0,3.0,2.0,1,2.0,2.0,1,3.0,2.0,0,1.0,2.0,0,2.0,3.0,0,2.0,2.0,,,3.0,2.0,1.0,0.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,1.0,Criminal justice ,,1.0,1.0,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,3.0,7,7.0,0.4666666666666667,2.0,0.5,6.0,0.46153846153846156,4.0,0.36363636363636365,1.0,0.5,1.0,0.3333333333333333,2.0,0.6666666666666666,1.0,0.25,,1.0,1.0,3.0,0.6,,,,36.0,19.0,17.0,2.4,2.7142857142857144,2.125,15,1,0.5
100,1097,1,9/5/18 19:51,R_24JlEREXUT0inlg,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,3.0,3.0,1,3.0,1.0,0,3.0,3.0,0,2.0,2.0,1,4.0,3.0,1,2.0,1.0,0,2.0,2.0,1,4.0,2.0,1,3.0,2.0,1,4.0,2.0,1,4.0,2.0,1,3.0,2.0,0,2.0,3.0,1,4.0,4.0,1,2.0,2.0,,,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,,,,,,,,3.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,4.0,11,11.0,0.7333333333333333,2.0,0.5,10.0,0.7692307692307693,7.0,0.6363636363636364,2.0,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666,3.0,0.75,,1.0,1.0,3.0,0.6,,,,45.0,36.0,9.0,3.0,3.272727272727273,2.25,15,1,1.0
100,1082,1,9/5/18 19:51,R_2zYHO1NPgWZ5k3Q,,Lt_2.0,,,,37.723007200000005,-122.48419950000002,anonymous,EN,3.0,1,4.0,3.0,1,3.0,2.0,1,3.0,3.0,0,2.0,2.0,1,4.0,1.0,0,4.0,4.0,1,4.0,2.0,1,4.0,2.0,1,3.0,2.0,1,3.0,2.0,1,3.0,4.0,0,3.0,1.0,1,2.0,3.0,1,4.0,1.0,0,1.0,2.0,,,4.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,,,,,,,,3.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,4.0,11,11.0,0.7333333333333333,3.0,0.75,9.0,0.6923076923076923,9.0,0.8181818181818182,1.0,0.5,2.0,0.6666666666666666,2.0,0.6666666666666666,2.0,0.5,,1.0,1.0,4.0,0.8,,,,47.0,37.0,10.0,3.1333333333333333,3.3636363636363638,2.5,15,1,1.0
